,id_,area_id_,node_id_,act_date,deact_date,has_loan,is_act,t_date,t_type,t_amt,has_credit_card,account_type
32,2,Australia,3,10-02-2020,21-02-2020,0,1,03-01-2020,deposit,549,1,Current
33,2,Australia,3,10-02-2020,21-02-2020,0,1,24-03-2020,deposit,61,0,Current
34,2,Australia,5,22-02-2020,07-03-2020,0,1,03-01-2020,deposit,549,1,Current
35,2,Australia,5,22-02-2020,07-03-2020,0,1,24-03-2020,deposit,61,0,Current
36,2,Australia,2,08-03-2020,12-03-2020,1,1,03-01-2020,deposit,549,1,Current
37,2,Australia,2,08-03-2020,12-03-2020,1,1,24-03-2020,deposit,61,0,Current
38,2,Australia,4,13-03-2020,13-03-2020,0,0,03-01-2020,deposit,549,1,Current
39,2,Australia,4,13-03-2020,13-03-2020,0,0,24-03-2020,deposit,61,0,Current
40,2,Australia,4,14-03-2020,31-12-2021,0,1,03-01-2020,deposit,549,1,Current
41,2,Australia,4,14-03-2020,31-12-2021,0,1,24-03-2020,deposit,61,0,Current
42,3,Africa,4,27-01-2020,18-02-2020,0,0,27-01-2020,deposit,144,0,NRI
43,3,Africa,4,27-01-2020,18-02-2020,0,0,22-02-2020,purchase,965,1,Savings
44,3,Africa,4,27-01-2020,18-02-2020,0,0,12-04-2020,deposit,493,0,Current
45,3,Africa,4,27-01-2020,18-02-2020,0,0,05-03-2020,withdrawal,213,1,Savings
46,3,Africa,4,27-01-2020,18-02-2020,0,0,19-03-2020,withdrawal,188,1,Current
47,3,Africa,4,27-01-2020,18-02-2020,0,0,27-01-2020,deposit,144,0,NRI
48,3,Africa,5,19-02-2020,06-03-2020,0,1,27-01-2020,deposit,144,0,NRI
49,3,Africa,5,19-02-2020,06-03-2020,0,1,22-02-2020,purchase,965,1,Savings
50,3,Africa,5,19-02-2020,06-03-2020,0,1,12-04-2020,deposit,493,0,Current
51,3,Africa,5,19-02-2020,06-03-2020,0,1,05-03-2020,withdrawal,213,1,Savings
52,3,Africa,5,19-02-2020,06-03-2020,0,1,19-03-2020,withdrawal,188,1,Current
53,3,Africa,5,19-02-2020,06-03-2020,0,1,27-01-2020,deposit,144,0,NRI
54,3,Africa,3,07-03-2020,24-03-2020,0,0,27-01-2020,deposit,144,0,NRI
55,3,Africa,3,07-03-2020,24-03-2020,0,0,22-02-2020,purchase,965,1,Savings
56,3,Africa,3,07-03-2020,24-03-2020,0,0,12-04-2020,deposit,493,0,Current
57,3,Africa,3,07-03-2020,24-03-2020,0,0,05-03-2020,withdrawal,213,1,Savings
58,3,Africa,3,07-03-2020,24-03-2020,0,0,19-03-2020,withdrawal,188,1,Current
59,3,Africa,3,07-03-2020,24-03-2020,0,0,27-01-2020,deposit,144,0,NRI
60,3,Africa,4,25-03-2020,08-04-2020,0,0,27-01-2020,deposit,144,0,NRI
61,3,Africa,4,25-03-2020,08-04-2020,0,0,22-02-2020,purchase,965,1,Savings
62,3,Africa,4,25-03-2020,08-04-2020,0,0,12-04-2020,deposit,493,0,Current
63,3,Africa,4,25-03-2020,08-04-2020,0,0,05-03-2020,withdrawal,213,1,Savings
64,3,Africa,4,25-03-2020,08-04-2020,0,0,19-03-2020,withdrawal,188,1,Current
65,3,Africa,4,25-03-2020,08-04-2020,0,0,27-01-2020,deposit,144,0,NRI
66,3,Africa,1,09-04-2020,09-04-2020,0,0,27-01-2020,deposit,144,0,NRI
67,3,Africa,1,09-04-2020,09-04-2020,0,0,22-02-2020,purchase,965,1,Savings
68,3,Africa,1,09-04-2020,09-04-2020,0,0,12-04-2020,deposit,493,0,Current
69,3,Africa,1,09-04-2020,09-04-2020,0,0,05-03-2020,withdrawal,213,1,Savings
70,3,Africa,1,09-04-2020,09-04-2020,0,0,19-03-2020,withdrawal,188,1,Current
71,3,Africa,1,09-04-2020,09-04-2020,0,0,27-01-2020,deposit,144,0,NRI
72,3,Africa,4,10-04-2020,24-04-2020,1,1,27-01-2020,deposit,144,0,NRI
73,3,Africa,4,10-04-2020,24-04-2020,1,1,22-02-2020,purchase,965,1,Savings
74,3,Africa,4,10-04-2020,24-04-2020,1,1,12-04-2020,deposit,493,0,Current
75,3,Africa,4,10-04-2020,24-04-2020,1,1,05-03-2020,withdrawal,213,1,Savings
76,3,Africa,4,10-04-2020,24-04-2020,1,1,19-03-2020,withdrawal,188,1,Current
77,3,Africa,4,10-04-2020,24-04-2020,1,1,27-01-2020,deposit,144,0,NRI
78,3,Africa,2,25-04-2020,31-12-2021,1,0,27-01-2020,deposit,144,0,NRI
79,3,Africa,2,25-04-2020,31-12-2021,1,0,22-02-2020,purchase,965,1,Savings
80,3,Africa,2,25-04-2020,31-12-2021,1,0,12-04-2020,deposit,493,0,Current
81,3,Africa,2,25-04-2020,31-12-2021,1,0,05-03-2020,withdrawal,213,1,Savings
82,3,Africa,2,25-04-2020,31-12-2021,1,0,19-03-2020,withdrawal,188,1,Current
83,3,Africa,2,25-04-2020,31-12-2021,1,0,27-01-2020,deposit,144,0,NRI
84,4,Africa,4,07-01-2020,19-01-2020,1,1,07-01-2020,deposit,458,0,Current
85,4,Africa,4,07-01-2020,19-01-2020,1,1,21-01-2020,deposit,390,0,Savings
86,4,Africa,4,07-01-2020,19-01-2020,1,1,25-03-2020,purchase,193,0,Savings
87,4,Africa,4,20-01-2020,13-02-2020,1,0,07-01-2020,deposit,458,0,Current
88,4,Africa,4,20-01-2020,13-02-2020,1,0,21-01-2020,deposit,390,0,Savings
89,4,Africa,4,20-01-2020,13-02-2020,1,0,25-03-2020,purchase,193,0,Savings
90,4,Africa,3,14-02-2020,02-03-2020,1,0,07-01-2020,deposit,458,0,Current
91,4,Africa,3,14-02-2020,02-03-2020,1,0,21-01-2020,deposit,390,0,Savings
92,4,Africa,3,14-02-2020,02-03-2020,1,0,25-03-2020,purchase,193,0,Savings
93,4,Africa,5,03-03-2020,12-03-2020,1,0,07-01-2020,deposit,458,0,Current
94,4,Africa,5,03-03-2020,12-03-2020,1,0,21-01-2020,deposit,390,0,Savings
95,4,Africa,5,03-03-2020,12-03-2020,1,0,25-03-2020,purchase,193,0,Savings
96,4,Africa,3,13-03-2020,27-03-2020,1,0,07-01-2020,deposit,458,0,Current
97,4,Africa,3,13-03-2020,27-03-2020,1,0,21-01-2020,deposit,390,0,Savings
98,4,Africa,3,13-03-2020,27-03-2020,1,0,25-03-2020,purchase,193,0,Savings
99,4,Africa,3,28-03-2020,01-04-2020,0,1,07-01-2020,deposit,458,0,Current
100,4,Africa,3,28-03-2020,01-04-2020,0,1,21-01-2020,deposit,390,0,Savings
101,4,Africa,3,28-03-2020,01-04-2020,0,1,25-03-2020,purchase,193,0,Savings
102,4,Africa,3,02-04-2020,31-12-2021,1,0,07-01-2020,deposit,458,0,Current
103,4,Africa,3,02-04-2020,31-12-2021,1,0,21-01-2020,deposit,390,0,Savings
104,4,Africa,3,02-04-2020,31-12-2021,1,0,25-03-2020,purchase,193,0,Savings
105,5,Australia,3,15-01-2020,23-01-2020,0,1,15-01-2020,deposit,974,0,NRI
106,5,Australia,3,15-01-2020,23-01-2020,0,1,31-03-2020,purchase,783,0,Current
107,5,Australia,3,15-01-2020,23-01-2020,0,1,26-03-2020,withdrawal,786,0,Current
108,5,Australia,3,15-01-2020,23-01-2020,0,1,02-04-2020,withdrawal,490,0,Savings
109,5,Australia,3,15-01-2020,23-01-2020,0,1,25-01-2020,deposit,806,0,Current
110,5,Australia,3,15-01-2020,23-01-2020,0,1,29-03-2020,purchase,852,0,Savings
111,5,Australia,3,15-01-2020,23-01-2020,0,1,27-03-2020,deposit,412,1,Savings
112,5,Australia,3,15-01-2020,23-01-2020,0,1,19-03-2020,deposit,718,0,Savings
113,5,Australia,3,15-01-2020,23-01-2020,0,1,27-03-2020,withdrawal,700,1,Savings
114,5,Australia,3,15-01-2020,23-01-2020,0,1,31-01-2020,withdrawal,826,0,Current
115,5,Australia,3,15-01-2020,23-01-2020,0,1,02-03-2020,purchase,886,0,Savings
116,5,Australia,1,24-01-2020,30-01-2020,1,0,15-01-2020,deposit,974,0,NRI
117,5,Australia,1,24-01-2020,30-01-2020,1,0,31-03-2020,purchase,783,0,Current
118,5,Australia,1,24-01-2020,30-01-2020,1,0,26-03-2020,withdrawal,786,0,Current
119,5,Australia,1,24-01-2020,30-01-2020,1,0,02-04-2020,withdrawal,490,0,Savings
120,5,Australia,1,24-01-2020,30-01-2020,1,0,25-01-2020,deposit,806,0,Current
121,5,Australia,1,24-01-2020,30-01-2020,1,0,29-03-2020,purchase,852,0,Savings
122,5,Australia,1,24-01-2020,30-01-2020,1,0,27-03-2020,deposit,412,1,Savings
123,5,Australia,1,24-01-2020,30-01-2020,1,0,19-03-2020,deposit,718,0,Savings
124,5,Australia,1,24-01-2020,30-01-2020,1,0,27-03-2020,withdrawal,700,1,Savings
125,5,Australia,1,24-01-2020,30-01-2020,1,0,31-01-2020,withdrawal,826,0,Current
126,5,Australia,1,24-01-2020,30-01-2020,1,0,02-03-2020,purchase,886,0,Savings
127,5,Australia,1,31-01-2020,05-02-2020,0,0,15-01-2020,deposit,974,0,NRI
128,5,Australia,1,31-01-2020,05-02-2020,0,0,31-03-2020,purchase,783,0,Current
129,5,Australia,1,31-01-2020,05-02-2020,0,0,26-03-2020,withdrawal,786,0,Current
130,5,Australia,1,31-01-2020,05-02-2020,0,0,02-04-2020,withdrawal,490,0,Savings
131,5,Australia,1,31-01-2020,05-02-2020,0,0,25-01-2020,deposit,806,0,Current
132,5,Australia,1,31-01-2020,05-02-2020,0,0,29-03-2020,purchase,852,0,Savings
133,5,Australia,1,31-01-2020,05-02-2020,0,0,27-03-2020,deposit,412,1,Savings
134,5,Australia,1,31-01-2020,05-02-2020,0,0,19-03-2020,deposit,718,0,Savings
135,5,Australia,1,31-01-2020,05-02-2020,0,0,27-03-2020,withdrawal,700,1,Savings
136,5,Australia,1,31-01-2020,05-02-2020,0,0,31-01-2020,withdrawal,826,0,Current
137,5,Australia,1,31-01-2020,05-02-2020,0,0,02-03-2020,purchase,886,0,Savings
138,5,Australia,4,06-02-2020,15-02-2020,0,0,15-01-2020,deposit,974,0,NRI
139,5,Australia,4,06-02-2020,15-02-2020,0,0,31-03-2020,purchase,783,0,Current
140,5,Australia,4,06-02-2020,15-02-2020,0,0,26-03-2020,withdrawal,786,0,Current
141,5,Australia,4,06-02-2020,15-02-2020,0,0,02-04-2020,withdrawal,490,0,Savings
142,5,Australia,4,06-02-2020,15-02-2020,0,0,25-01-2020,deposit,806,0,Current
143,5,Australia,4,06-02-2020,15-02-2020,0,0,29-03-2020,purchase,852,0,Savings
144,5,Australia,4,06-02-2020,15-02-2020,0,0,27-03-2020,deposit,412,1,Savings
145,5,Australia,4,06-02-2020,15-02-2020,0,0,19-03-2020,deposit,718,0,Savings
146,5,Australia,4,06-02-2020,15-02-2020,0,0,27-03-2020,withdrawal,700,1,Savings
147,5,Australia,4,06-02-2020,15-02-2020,0,0,31-01-2020,withdrawal,826,0,Current
148,5,Australia,4,06-02-2020,15-02-2020,0,0,02-03-2020,purchase,886,0,Savings
149,5,Australia,2,16-02-2020,29-02-2020,0,0,15-01-2020,deposit,974,0,NRI
150,5,Australia,2,16-02-2020,29-02-2020,0,0,31-03-2020,purchase,783,0,Current
151,5,Australia,2,16-02-2020,29-02-2020,0,0,26-03-2020,withdrawal,786,0,Current
152,5,Australia,2,16-02-2020,29-02-2020,0,0,02-04-2020,withdrawal,490,0,Savings
153,5,Australia,2,16-02-2020,29-02-2020,0,0,25-01-2020,deposit,806,0,Current
154,5,Australia,2,16-02-2020,29-02-2020,0,0,29-03-2020,purchase,852,0,Savings
155,5,Australia,2,16-02-2020,29-02-2020,0,0,27-03-2020,deposit,412,1,Savings
156,5,Australia,2,16-02-2020,29-02-2020,0,0,19-03-2020,deposit,718,0,Savings
157,5,Australia,2,16-02-2020,29-02-2020,0,0,27-03-2020,withdrawal,700,1,Savings
158,5,Australia,2,16-02-2020,29-02-2020,0,0,31-01-2020,withdrawal,826,0,Current
159,5,Australia,2,16-02-2020,29-02-2020,0,0,02-03-2020,purchase,886,0,Savings
160,5,Australia,5,01-03-2020,05-03-2020,1,0,15-01-2020,deposit,974,0,NRI
161,5,Australia,5,01-03-2020,05-03-2020,1,0,31-03-2020,purchase,783,0,Current
162,5,Australia,5,01-03-2020,05-03-2020,1,0,26-03-2020,withdrawal,786,0,Current
163,5,Australia,5,01-03-2020,05-03-2020,1,0,02-04-2020,withdrawal,490,0,Savings
164,5,Australia,5,01-03-2020,05-03-2020,1,0,25-01-2020,deposit,806,0,Current
165,5,Australia,5,01-03-2020,05-03-2020,1,0,29-03-2020,purchase,852,0,Savings
166,5,Australia,5,01-03-2020,05-03-2020,1,0,27-03-2020,deposit,412,1,Savings
167,5,Australia,5,01-03-2020,05-03-2020,1,0,19-03-2020,deposit,718,0,Savings
168,5,Australia,5,01-03-2020,05-03-2020,1,0,27-03-2020,withdrawal,700,1,Savings
169,5,Australia,5,01-03-2020,05-03-2020,1,0,31-01-2020,withdrawal,826,0,Current
170,5,Australia,5,01-03-2020,05-03-2020,1,0,02-03-2020,purchase,886,0,Savings
171,5,Australia,5,06-03-2020,31-12-2021,0,1,15-01-2020,deposit,974,0,NRI
172,5,Australia,5,06-03-2020,31-12-2021,0,1,31-03-2020,purchase,783,0,Current
173,5,Australia,5,06-03-2020,31-12-2021,0,1,26-03-2020,withdrawal,786,0,Current
174,5,Australia,5,06-03-2020,31-12-2021,0,1,02-04-2020,withdrawal,490,0,Savings
175,5,Australia,5,06-03-2020,31-12-2021,0,1,25-01-2020,deposit,806,0,Current
176,5,Australia,5,06-03-2020,31-12-2021,0,1,29-03-2020,purchase,852,0,Savings
177,5,Australia,5,06-03-2020,31-12-2021,0,1,27-03-2020,deposit,412,1,Savings
178,5,Australia,5,06-03-2020,31-12-2021,0,1,19-03-2020,deposit,718,0,Savings
179,5,Australia,5,06-03-2020,31-12-2021,0,1,27-03-2020,withdrawal,700,1,Savings
180,5,Australia,5,06-03-2020,31-12-2021,0,1,31-01-2020,withdrawal,826,0,Current
181,5,Australia,5,06-03-2020,31-12-2021,0,1,02-03-2020,purchase,886,0,Savings
182,6,United States,1,11-01-2020,06-02-2020,1,0,11-01-2020,deposit,831,0,NRI
183,6,United States,1,11-01-2020,06-02-2020,1,0,14-01-2020,purchase,40,0,Current
184,6,United States,1,11-01-2020,06-02-2020,1,0,16-03-2020,deposit,535,1,Current
185,6,United States,1,11-01-2020,06-02-2020,1,0,27-02-2020,deposit,106,1,Savings
186,6,United States,1,11-01-2020,06-02-2020,1,0,23-03-2020,purchase,968,1,Current
187,6,United States,1,11-01-2020,06-02-2020,1,0,24-02-2020,deposit,240,0,Savings
188,6,United States,1,11-01-2020,06-02-2020,1,0,25-01-2020,deposit,796,0,Savings
189,6,United States,1,11-01-2020,06-02-2020,1,0,01-03-2020,withdrawal,500,1,Savings
190,6,United States,1,11-01-2020,06-02-2020,1,0,18-01-2020,purchase,66,0,Savings
191,6,United States,1,11-01-2020,06-02-2020,1,0,31-03-2020,withdrawal,405,1,Current
192,6,United States,1,11-01-2020,06-02-2020,1,0,15-03-2020,deposit,763,1,Savings
193,6,United States,1,11-01-2020,06-02-2020,1,0,28-01-2020,purchase,777,1,Savings
194,6,United States,1,11-01-2020,06-02-2020,1,0,14-01-2020,purchase,11,0,Current
195,6,United States,1,11-01-2020,06-02-2020,1,0,03-03-2020,deposit,582,0,Savings
196,6,United States,1,11-01-2020,06-02-2020,1,0,26-03-2020,withdrawal,484,0,Current
197,6,United States,1,11-01-2020,06-02-2020,1,0,04-03-2020,deposit,250,0,Savings
198,6,United States,1,11-01-2020,06-02-2020,1,0,27-02-2020,withdrawal,169,0,Salary
199,6,United States,1,11-01-2020,06-02-2020,1,0,10-02-2020,purchase,962,0,Salary
200,6,United States,1,11-01-2020,06-02-2020,1,0,10-03-2020,deposit,619,1,NRI
201,6,United States,1,07-02-2020,29-02-2020,0,1,11-01-2020,deposit,831,0,NRI
202,6,United States,1,07-02-2020,29-02-2020,0,1,14-01-2020,purchase,40,0,Current
203,6,United States,1,07-02-2020,29-02-2020,0,1,16-03-2020,deposit,535,1,Current
204,6,United States,1,07-02-2020,29-02-2020,0,1,27-02-2020,deposit,106,1,Savings
205,6,United States,1,07-02-2020,29-02-2020,0,1,23-03-2020,purchase,968,1,Current
206,6,United States,1,07-02-2020,29-02-2020,0,1,24-02-2020,deposit,240,0,Savings
207,6,United States,1,07-02-2020,29-02-2020,0,1,25-01-2020,deposit,796,0,Savings
208,6,United States,1,07-02-2020,29-02-2020,0,1,01-03-2020,withdrawal,500,1,Savings
209,6,United States,1,07-02-2020,29-02-2020,0,1,18-01-2020,purchase,66,0,Savings
210,6,United States,1,07-02-2020,29-02-2020,0,1,31-03-2020,withdrawal,405,1,Current
211,6,United States,1,07-02-2020,29-02-2020,0,1,15-03-2020,deposit,763,1,Savings
212,6,United States,1,07-02-2020,29-02-2020,0,1,28-01-2020,purchase,777,1,Savings
213,6,United States,1,07-02-2020,29-02-2020,0,1,14-01-2020,purchase,11,0,Current
214,6,United States,1,07-02-2020,29-02-2020,0,1,03-03-2020,deposit,582,0,Savings
215,6,United States,1,07-02-2020,29-02-2020,0,1,26-03-2020,withdrawal,484,0,Current
216,6,United States,1,07-02-2020,29-02-2020,0,1,04-03-2020,deposit,250,0,Savings
217,6,United States,1,07-02-2020,29-02-2020,0,1,27-02-2020,withdrawal,169,0,Salary
218,6,United States,1,07-02-2020,29-02-2020,0,1,10-02-2020,purchase,962,0,Salary
219,6,United States,1,07-02-2020,29-02-2020,0,1,10-03-2020,deposit,619,1,NRI
220,6,United States,4,01-03-2020,25-03-2020,0,1,11-01-2020,deposit,831,0,NRI
221,6,United States,4,01-03-2020,25-03-2020,0,1,14-01-2020,purchase,40,0,Current
222,6,United States,4,01-03-2020,25-03-2020,0,1,16-03-2020,deposit,535,1,Current
223,6,United States,4,01-03-2020,25-03-2020,0,1,27-02-2020,deposit,106,1,Savings
224,6,United States,4,01-03-2020,25-03-2020,0,1,23-03-2020,purchase,968,1,Current
225,6,United States,4,01-03-2020,25-03-2020,0,1,24-02-2020,deposit,240,0,Savings
226,6,United States,4,01-03-2020,25-03-2020,0,1,25-01-2020,deposit,796,0,Savings
227,6,United States,4,01-03-2020,25-03-2020,0,1,01-03-2020,withdrawal,500,1,Savings
228,6,United States,4,01-03-2020,25-03-2020,0,1,18-01-2020,purchase,66,0,Savings
229,6,United States,4,01-03-2020,25-03-2020,0,1,31-03-2020,withdrawal,405,1,Current
230,6,United States,4,01-03-2020,25-03-2020,0,1,15-03-2020,deposit,763,1,Savings
231,6,United States,4,01-03-2020,25-03-2020,0,1,28-01-2020,purchase,777,1,Savings
232,6,United States,4,01-03-2020,25-03-2020,0,1,14-01-2020,purchase,11,0,Current
233,6,United States,4,01-03-2020,25-03-2020,0,1,03-03-2020,deposit,582,0,Savings
234,6,United States,4,01-03-2020,25-03-2020,0,1,26-03-2020,withdrawal,484,0,Current
235,6,United States,4,01-03-2020,25-03-2020,0,1,04-03-2020,deposit,250,0,Savings
236,6,United States,4,01-03-2020,25-03-2020,0,1,27-02-2020,withdrawal,169,0,Salary
237,6,United States,4,01-03-2020,25-03-2020,0,1,10-02-2020,purchase,962,0,Salary
238,6,United States,4,01-03-2020,25-03-2020,0,1,10-03-2020,deposit,619,1,NRI
239,6,United States,2,26-03-2020,11-04-2020,0,1,11-01-2020,deposit,831,0,NRI
240,6,United States,2,26-03-2020,11-04-2020,0,1,14-01-2020,purchase,40,0,Current
241,6,United States,2,26-03-2020,11-04-2020,0,1,16-03-2020,deposit,535,1,Current
242,6,United States,2,26-03-2020,11-04-2020,0,1,27-02-2020,deposit,106,1,Savings
243,6,United States,2,26-03-2020,11-04-2020,0,1,23-03-2020,purchase,968,1,Current
244,6,United States,2,26-03-2020,11-04-2020,0,1,24-02-2020,deposit,240,0,Savings
245,6,United States,2,26-03-2020,11-04-2020,0,1,25-01-2020,deposit,796,0,Savings
246,6,United States,2,26-03-2020,11-04-2020,0,1,01-03-2020,withdrawal,500,1,Savings
247,6,United States,2,26-03-2020,11-04-2020,0,1,18-01-2020,purchase,66,0,Savings
248,6,United States,2,26-03-2020,11-04-2020,0,1,31-03-2020,withdrawal,405,1,Current
249,6,United States,2,26-03-2020,11-04-2020,0,1,15-03-2020,deposit,763,1,Savings
250,6,United States,2,26-03-2020,11-04-2020,0,1,28-01-2020,purchase,777,1,Savings
251,6,United States,2,26-03-2020,11-04-2020,0,1,14-01-2020,purchase,11,0,Current
252,6,United States,2,26-03-2020,11-04-2020,0,1,03-03-2020,deposit,582,0,Savings
253,6,United States,2,26-03-2020,11-04-2020,0,1,26-03-2020,withdrawal,484,0,Current
254,6,United States,2,26-03-2020,11-04-2020,0,1,04-03-2020,deposit,250,0,Savings
255,6,United States,2,26-03-2020,11-04-2020,0,1,27-02-2020,withdrawal,169,0,Salary
256,6,United States,2,26-03-2020,11-04-2020,0,1,10-02-2020,purchase,962,0,Salary
257,6,United States,2,26-03-2020,11-04-2020,0,1,10-03-2020,deposit,619,1,NRI
258,6,United States,2,12-04-2020,30-04-2020,0,1,11-01-2020,deposit,831,0,NRI
259,6,United States,2,12-04-2020,30-04-2020,0,1,14-01-2020,purchase,40,0,Current
260,6,United States,2,12-04-2020,30-04-2020,0,1,16-03-2020,deposit,535,1,Current
261,6,United States,2,12-04-2020,30-04-2020,0,1,27-02-2020,deposit,106,1,Savings
262,6,United States,2,12-04-2020,30-04-2020,0,1,23-03-2020,purchase,968,1,Current
263,6,United States,2,12-04-2020,30-04-2020,0,1,24-02-2020,deposit,240,0,Savings
264,6,United States,2,12-04-2020,30-04-2020,0,1,25-01-2020,deposit,796,0,Savings
265,6,United States,2,12-04-2020,30-04-2020,0,1,01-03-2020,withdrawal,500,1,Savings
266,6,United States,2,12-04-2020,30-04-2020,0,1,18-01-2020,purchase,66,0,Savings
267,6,United States,2,12-04-2020,30-04-2020,0,1,31-03-2020,withdrawal,405,1,Current
268,6,United States,2,12-04-2020,30-04-2020,0,1,15-03-2020,deposit,763,1,Savings
269,6,United States,2,12-04-2020,30-04-2020,0,1,28-01-2020,purchase,777,1,Savings
270,6,United States,2,12-04-2020,30-04-2020,0,1,14-01-2020,purchase,11,0,Current
271,6,United States,2,12-04-2020,30-04-2020,0,1,03-03-2020,deposit,582,0,Savings
272,6,United States,2,12-04-2020,30-04-2020,0,1,26-03-2020,withdrawal,484,0,Current
273,6,United States,2,12-04-2020,30-04-2020,0,1,04-03-2020,deposit,250,0,Savings
274,6,United States,2,12-04-2020,30-04-2020,0,1,27-02-2020,withdrawal,169,0,Salary
275,6,United States,2,12-04-2020,30-04-2020,0,1,10-02-2020,purchase,962,0,Salary
276,6,United States,2,12-04-2020,30-04-2020,0,1,10-03-2020,deposit,619,1,NRI
277,6,United States,4,01-05-2020,29-05-2020,1,1,11-01-2020,deposit,831,0,NRI
278,6,United States,4,01-05-2020,29-05-2020,1,1,14-01-2020,purchase,40,0,Current
279,6,United States,4,01-05-2020,29-05-2020,1,1,16-03-2020,deposit,535,1,Current
280,6,United States,4,01-05-2020,29-05-2020,1,1,27-02-2020,deposit,106,1,Savings
281,6,United States,4,01-05-2020,29-05-2020,1,1,23-03-2020,purchase,968,1,Current
282,6,United States,4,01-05-2020,29-05-2020,1,1,24-02-2020,deposit,240,0,Savings
283,6,United States,4,01-05-2020,29-05-2020,1,1,25-01-2020,deposit,796,0,Savings
284,6,United States,4,01-05-2020,29-05-2020,1,1,01-03-2020,withdrawal,500,1,Savings
285,6,United States,4,01-05-2020,29-05-2020,1,1,18-01-2020,purchase,66,0,Savings
286,6,United States,4,01-05-2020,29-05-2020,1,1,31-03-2020,withdrawal,405,1,Current
287,6,United States,4,01-05-2020,29-05-2020,1,1,15-03-2020,deposit,763,1,Savings
288,6,United States,4,01-05-2020,29-05-2020,1,1,28-01-2020,purchase,777,1,Savings
289,6,United States,4,01-05-2020,29-05-2020,1,1,14-01-2020,purchase,11,0,Current
290,6,United States,4,01-05-2020,29-05-2020,1,1,03-03-2020,deposit,582,0,Savings
291,6,United States,4,01-05-2020,29-05-2020,1,1,26-03-2020,withdrawal,484,0,Current
292,6,United States,4,01-05-2020,29-05-2020,1,1,04-03-2020,deposit,250,0,Savings
293,6,United States,4,01-05-2020,29-05-2020,1,1,27-02-2020,withdrawal,169,0,Salary
294,6,United States,4,01-05-2020,29-05-2020,1,1,10-02-2020,purchase,962,0,Salary
295,6,United States,4,01-05-2020,29-05-2020,1,1,10-03-2020,deposit,619,1,NRI
296,6,United States,5,30-05-2020,31-12-2021,0,0,11-01-2020,deposit,831,0,NRI
